Name,Poster Code,Latitude,Longitude
Iceland,SE19 1TQ,51.419882,-0.082128
Iceland,N22 6TN,51.594402,-0.111559
Iceland,N17 9SX,51.594252,-0.069064
Iceland,SE27 9AA,51.433925,-0.103999
Iceland,W13 0SU,51.510648,-0.322205
Iceland,CR4 3AA,51.406173,-0.164961
Iceland,CR7 8RX,51.398569,-0.100878
Iceland,BR4 0SH,51.375091,-0.009959
Iceland,KT3 4HE,51.402355,-0.255924
Iceland,TW1 3SD,51.445841,-0.328633
Iceland,TW2 7LT,51.452222,-0.358278
Iceland,EN5 5XQ,51.65459,-0.201383
Iceland,IG1 1DL,51.558304,0.070939
Iceland,E8 2LX,51.54771,-0.074291
Iceland,IG2 6HE,51.57584,0.065804
Iceland,IG11 8EP,51.536726,0.078224
Iceland,IG6 2AW,51.588912,0.080677
Iceland,UB6 0HY,51.555927,-0.336897
Iceland,IG10 3ST,#N/A,#N/A
Iceland,RM7 9NA,51.574668,0.164784
Iceland,RM8 1FB,51.56217,0.147931
Iceland,RM10 8QS,51.541843,0.148113
Iceland,BR5 1LZ,51.38901,0.07516
Iceland,BR6 0LN,51.377651,0.100983
Iceland,DA1 1DJ,#N/A,#N/A
Iceland,DA1 4ES,51.451038,0.179051
Iceland,DA14 6DS,51.426202,0.102047
Iceland,DA16 3PB,51.462815,0.104363
Iceland,HA2 8EB,51.563514,-0.355327
Iceland,KT6 7HL,51.38164,-0.284168
Iceland,TW3 1EF,51.46795,-0.365388
Iceland,UB3 4DX,51.506099,-0.418744
Iceland,WD3 1AJ,#N/A,#N/A
Iceland,DA6 7DQ,51.456836,0.144494
Iceland,RM1 3HB,51.578522,0.182361
Iceland,UB1 1SQ,51.508132,-0.377395
Iceland,E17 7JY,51.582824,-0.027628
Iceland,HA1 2DE,51.579639,-0.333788
Iceland,HA4 8LJ,51.57271,-0.423114
Iceland,N9 0HW,51.625694,-0.05637
Iceland,NW9 9QB,51.585531,-0.282777
Iceland,E13 8QB,51.523921,0.026277
Iceland,HA3 5DL,51.596899,-0.336015
Iceland,UB7 7QN,51.514451,-0.474214
Iceland,HA8 0AX,51.601775,-0.26836
Iceland,WD17 1NA,#N/A,#N/A
Iceland,HA9 7AJ,51.552159,-0.296223
Iceland,SM4 5LN,51.401339,-0.191856
Iceland,UB6 9PY,51.528511,-0.354354
Iceland,N16 7JL,51.561277,-0.073574
Iceland,N19 5RD,51.564042,-0.135642
Iceland,NW6 4HX,51.539021,-0.194057
Iceland,RM3 8EB,51.606073,0.218502
Iceland,E3 5ES,51.532708,-0.0303
Iceland,E8 1HY,51.548476,-0.055336
Iceland,E14 6BT,51.511724,-0.014574
Iceland,W3 6RE,51.507603,-0.269835
Iceland,SM6 0NQ,51.358621,-0.150214
Iceland,E2 0EA,51.527043,-0.057273
Iceland,NW7 3DE,51.614821,-0.247628
Iceland,E10 7DL,51.575,-0.012712
Iceland,RM11 1RL,51.562971,0.219994
Iceland,HA5 5EF,51.576165,-0.370745
Iceland,HA3 6HF,51.60534,-0.339606
Iceland,N13 5TU,51.617949,-0.108318
Iceland,UB8 1LH,51.545962,-0.480781
Iceland,TW4 7DN,51.472793,-0.386568
Iceland,UB4 8JH,51.525722,-0.435066
Iceland,SE18 1JQ,51.487139,0.092432
Iceland,NW3 6LB,51.545868,-0.178993
Iceland,TW13 4AU,51.446544,-0.4109
Iceland,E7 0QH,51.548596,0.025253
Iceland,BR1 1TR,51.402231,0.017397
Iceland,DA8 1SE,51.480348,0.180335
Iceland,HA8 7AA,51.612297,-0.277001
Iceland,E6 6LA,51.51788,0.063774
Iceland,SW17 9NH,51.424647,-0.164005
Iceland,BR1 4PQ,51.423878,-0.003165
Iceland,UB7 7QH,51.512842,-0.472899
Iceland,RM6 4AU,51.569564,0.124193
